order_id,customer_id,product_id,quantity,order_date
153,990,32,1,2025-03-07
154,592,62,4,2025-07-14
155,729,80,1,2025-04-27
156,322,49,3,2025-03-28
157,703,26,2,2025-05-22
158,628,74,5,2025-12-21
159,463,46,2,2025-07-10
160,12,46,1,2025-04-01
161,363,40,3,2025-03-11
162,781,71,1,2025-05-15
163,777,78,4,2025-05-05
164,252,66,4,2025-12-15
165,848,86,1,2025-12-20
166,391,44,1,2025-11-23
167,993,62,5,2025-06-01
168,726,43,5,2025-09-14
169,688,98,3,2025-12-21
170,646,77,4,2025-12-26
171,129,49,4,2025-06-09
172,318,31,2,2025-07-18
173,356,76,4,2025-07-11
174,241,50,1,2025-11-28
175,261,87,2,2025-12-05
176,679,39,3,2025-05-23
177,523,23,3,2025-08-13
178,413,68,1,2025-07-05
179,220,25,1,2026-01-14
180,569,82,5,2026-01-04
181,939,79,1,2025-04-16
182,258,38,5,2025-11-20
183,42,51,2,2025-10-23
184,950,4,5,2025-08-06
185,892,2,1,2025-04-24
186,807,63,3,2025-06-07
187,255,28,2,2025-06-04
188,983,38,1,2025-11-29
189,182,16,4,2025-11-27
190,915,43,5,2025-12-10
191,90,91,4,2025-07-30
192,789,60,2,2025-08-30
193,446,59,2,2025-10-08
194,621,87,5,2025-06-24
195,999,29,4,2025-05-07
196,327,27,4,2025-09-21
197,257,39,3,2025-07-21
198,547,27,1,2025-02-22
199,227,88,4,2025-08-06
200,697,30,5,2025-08-19
201,105,1,5,2025-06-09
202,344,68,1,2025-04-01
203,915,90,4,2025-02-25
204,460,33,5,2025-08-26
205,427,60,4,2025-06-23
206,906,45,1,2025-09-04
207,195,28,4,2026-02-11
208,964,29,4,2025-11-29
209,226,75,1,2026-02-12
210,400,64,4,2025-02-26
211,855,75,5,2025-07-06
212,819,3,3,2025-09-29
213,123,75,4,2025-03-04
214,898,30,4,2025-06-05
215,76,66,5,2025-07-31
216,557,20,3,2025-07-11
217,676,28,3,2025-05-15
218,36,78,5,2025-03-28
219,995,92,4,2025-09-27
220,715,69,3,2025-03-18
221,312,80,1,2026-01-14
222,792,42,2,2025-05-20
223,962,15,2,2025-05-23
224,295,50,2,2025-07-02
225,882,55,3,2025-04-03
226,54,58,3,2025-06-27
227,528,35,3,2025-12-28
228,115,7,1,2025-10-24
229,871,82,3,2025-11-12
230,277,2,2,2025-08-01
231,113,39,4,2025-09-22
232,672,70,3,2025-10-12
233,781,97,2,2025-02-25
234,332,19,2,2025-03-20
235,803,55,5,2025-07-23
236,218,97,2,2025-09-23
237,882,90,5,2025-11-11
238,7,15,3,2026-02-13
239,136,61,3,2026-02-12
240,701,81,3,2025-06-11
241,281,93,1,2025-04-09
242,779,20,4,2025-12-02
243,903,34,1,2025-08-13
244,179,1,3,2025-02-23
245,190,40,3,2025-06-19
246,684,86,2,2025-04-30
247,836,71,1,2025-06-05
248,810,94,3,2025-12-30
249,360,14,5,2025-04-21
250,855,64,1,2026-01-18
251,745,1,1,2026-01-12
252,395,17,5,2025-02-17
253,872,72,2,2026-01-05
254,438,73,3,2025-02-19
255,996,29,5,2025-11-24
256,186,20,2,2025-11-28
257,723,33,1,2025-04-08
258,239,57,3,2025-12-10
259,224,10,2,2025-10-26
260,419,41,2,2025-06-08
261,880,19,1,2025-07-31
262,145,54,5,2025-03-27
263,903,83,4,2025-11-03
264,803,68,3,2025-12-08
265,781,73,2,2025-06-01
266,72,36,3,2025-05-14
267,644,90,5,2025-09-28
268,115,74,1,2025-12-30
269,577,25,5,2025-08-22
270,835,85,1,2025-12-15
271,558,60,5,2025-03-11
272,180,63,5,2025-05-17
273,521,93,4,2025-07-23
274,830,82,2,2025-02-18
275,125,52,1,2025-09-06
276,723,76,2,2026-01-14
277,520,88,1,2025-05-17
278,477,23,5,2026-01-04
279,963,33,1,2025-04-11
280,976,51,5,2025-02-28
281,211,5,1,2025-10-08
282,48,21,1,2025-06-18
283,898,61,3,2025-10-18
284,666,85,4,2025-12-26
285,696,92,2,2025-11-01
286,313,86,2,2025-12-02
287,499,4,4,2025-03-13
288,550,53,1,2025-04-09
289,328,6,2,2025-08-17
290,704,15,5,2025-05-13
291,708,84,1,2025-07-03
292,17,7,3,2025-03-07
293,999,66,1,2026-01-31
294,880,48,1,2025-05-07
295,21,84,4,2025-12-26
296,513,25,3,2025-04-25
297,370,56,3,2025-03-04
298,325,58,4,2025-07-25
299,744,9,3,2025-07-31
300,682,16,3,2025-08-03
301,22,9,4,2025-09-28
302,147,19,2,2025-06-15
303,354,87,4,2025-07-12
304,721,57,4,2025-08-07
305,893,74,2,2025-08-16
306,868,59,4,2025-11-26
307,797,24,5,2025-10-29
308,27,87,3,2025-12-28
309,790,98,5,2025-03-16
310,969,95,1,2026-01-03
311,32,18,5,2025-08-23
312,423,34,3,2025-07-18
313,135,17,4,2025-05-12
314,998,67,2,2025-04-07
315,15,21,2,2025-09-04
316,854,98,1,2025-06-13
317,550,50,1,2025-05-16
318,72,27,1,2025-06-14
319,3,66,1,2025-04-19
320,334,23,1,2025-05-01
321,187,91,2,2025-06-15
322,580,41,5,2026-01-16
323,763,41,5,2025-10-07
324,944,87,5,2025-04-28
325,911,40,5,2025-10-27
326,19,52,5,2025-10-22
327,114,73,1,2026-01-30
328,585,96,3,2025-10-21
329,946,66,4,2025-05-22
330,193,77,2,2025-06-16
331,710,60,1,2025-08-25
332,309,90,2,2025-02-20
333,635,59,4,2025-04-22
334,969,92,1,2026-02-15
335,740,95,3,2025-11-29
336,724,90,3,2025-08-26
337,529,39,3,2025-11-03
338,865,71,3,2026-01-19
339,332,44,2,2025-10-11
340,608,51,4,2025-05-19
341,60,53,5,2025-09-02
342,635,74,1,2026-02-04
343,155,46,4,2025-12-23
344,503,31,5,2025-11-23
345,547,27,3,2025-04-27
346,745,24,5,2025-06-04
347,587,39,1,2025-11-05
348,303,92,4,2025-03-10
349,686,26,2,2026-01-10
350,883,16,4,2025-08-23
351,41,64,4,2025-08-03
352,929,98,4,2025-04-13
353,334,42,5,2025-10-11
354,290,42,3,2025-11-28
355,76,38,4,2026-01-22
356,493,44,1,2025-12-15
357,312,91,4,2025-11-20
358,843,44,1,2025-03-23
359,457,57,4,2025-04-06
360,980,24,4,2025-12-26
361,447,8,5,2025-07-22
362,679,80,2,2025-12-17
363,125,39,1,2025-10-01
364,41,26,3,2025-03-25
365,738,21,5,2025-06-30
366,400,97,5,2025-07-25
367,237,99,3,2026-01-13
368,422,56,3,2025-04-05
369,972,52,5,2025-03-10
370,100,70,3,2026-01-11
371,132,12,2,2025-11-23
372,31,79,3,2026-02-01
373,98,95,2,2025-11-11
374,939,66,2,2025-09-12
375,755,69,3,2025-11-29
376,837,84,4,2025-08-15
377,588,88,1,2025-12-21
378,48,62,5,2025-04-30
379,40,91,5,2025-09-13
380,797,17,2,2025-11-20
381,728,19,5,2025-11-04
382,333,43,2,2025-04-06
383,367,53,3,2025-11-24
384,876,36,2,2025-04-29
385,284,78,5,2025-05-28
386,606,94,4,2025-07-03
387,340,68,2,2025-02-20
388,585,61,5,2025-08-11
389,346,44,3,2026-01-12
390,783,76,5,2025-07-19
391,950,44,1,2025-06-25
392,587,93,2,2025-05-24
393,796,5,5,2025-03-09
394,348,6,2,2025-03-22
395,640,10,3,2025-03-16
396,886,61,1,2025-06-26
397,894,31,2,2025-11-18
398,794,58,3,2025-07-17
399,459,26,5,2025-06-23
400,909,25,4,2025-08-17
401,132,27,5,2025-09-23
402,894,18,4,2025-03-12
403,506,52,3,2025-03-29
404,234,49,4,2025-09-10
405,760,10,2,2025-11-14
406,623,91,5,2026-01-18
407,265,26,4,2025-03-16
408,270,58,2,2025-12-23
409,34,64,4,2025-04-04
410,639,61,3,2025-03-04
411,933,5,1,2025-03-09
412,197,8,4,2025-10-21
413,321,36,2,2025-07-08
414,494,30,1,2025-10-17
415,117,37,1,2025-11-17
416,938,18,1,2025-07-07
417,1000,89,1,2025-11-25
418,190,18,5,2025-03-01
419,511,56,5,2026-01-04
420,333,25,1,2025-11-06
421,715,79,4,2026-01-13
422,898,40,4,2026-02-04
423,148,20,2,2025-09-30
424,859,20,1,2025-08-20
425,261,31,5,2025-12-05
426,51,27,3,2025-07-12
427,283,43,4,2025-04-24
428,396,74,4,2025-10-27
429,385,71,2,2025-04-24
430,763,63,1,2025-04-21
431,671,2,3,2025-05-02
432,205,48,2,2025-07-05
433,625,61,5,2025-08-16
434,708,1,3,2025-05-31
435,3,38,4,2025-10-16
436,860,63,3,2025-10-22
437,785,78,3,2026-02-06
438,282,31,3,2025-06-23
439,180,24,2,2025-06-10
440,287,16,5,2026-02-02
441,89,19,4,2025-05-24
442,124,85,2,2025-10-11
443,130,18,3,2025-11-29
444,529,56,5,2025-09-11
445,98,80,1,2025-08-25
446,84,72,5,2026-01-24
447,40,90,3,2025-12-10
448,210,23,3,2025-08-02
449,360,91,5,2025-08-02
450,633,15,5,2025-07-28
451,246,52,4,2026-01-09
452,617,32,5,2026-01-15
453,344,11,1,2025-10-09
454,717,92,3,2025-06-27
455,610,45,2,2025-03-21
456,910,96,5,2026-02-06
457,681,72,2,2025-10-05
458,952,98,2,2025-06-07
459,223,64,5,2025-10-12
460,914,84,5,2025-07-15
461,624,83,1,2025-04-09
462,617,43,4,2025-06-07
463,181,76,3,2025-04-10
464,678,64,2,2025-07-20
465,310,18,3,2025-04-13
466,981,62,4,2025-04-16
467,894,47,1,2025-05-01
468,918,79,3,2026-02-10
469,541,87,5,2025-05-11
470,266,94,4,2025-12-21
471,713,97,2,2025-06-08
472,9,1,1,2025-10-16
473,113,99,1,2025-10-03
474,627,71,5,2025-07-13
475,790,16,3,2025-07-13
476,141,92,4,2026-02-14
477,844,74,2,2025-06-10
478,615,27,1,2025-05-04
479,574,36,2,2025-03-22
480,539,83,2,2025-04-28
481,770,74,4,2025-09-10
482,221,38,1,2025-03-19
483,680,73,4,2025-02-23
484,876,50,3,2025-08-28
485,448,22,2,2026-02-03
486,961,26,5,2025-11-22
487,95,1,3,2025-12-27
488,692,3,1,2026-01-07
489,191,18,4,2026-01-29
490,170,84,3,2025-02-22
491,562,72,2,2025-08-23
492,960,9,4,2025-12-22
493,532,42,4,2025-03-17
494,735,24,3,2025-07-17
495,78,57,5,2025-07-06
496,847,88,4,2025-07-28
497,405,8,1,2025-12-05
498,754,65,3,2025-06-28
499,33,41,5,2025-05-26
500,125,68,4,2025-09-30
501,489,47,4,2025-11-17
502,22,13,2,2025-05-19
503,30,66,3,2025-05-08
504,108,96,1,2026-01-15
505,56,74,3,2025-09-03
506,722,66,1,2026-01-08
507,943,49,2,2025-04-05
508,336,47,1,2025-02-22
509,604,41,4,2025-12-23
510,258,46,2,2025-10-10
511,1,46,4,2025-05-13
512,971,94,5,2025-12-17
513,953,31,1,2026-01-19
514,666,92,5,2025-04-18
515,621,66,2,2025-06-18
516,440,45,4,2025-04-30
517,992,48,4,2026-02-10
518,942,20,1,2025-05-14
519,47,40,3,2025-04-06
520,579,15,1,2025-09-04
521,209,29,2,2025-07-25
522,861,21,1,2025-04-06
523,523,20,3,2025-05-05
524,574,2,4,2025-05-25
525,348,37,2,2025-08-17
526,484,45,5,2025-02-23
527,892,21,1,2026-01-25
528,567,77,2,2025-05-23
529,439,92,2,2026-01-05
530,9,57,2,2025-09-20
531,192,22,5,2026-02-01
532,222,100,1,2025-03-06
533,785,72,2,2025-03-13
534,333,83,5,2026-01-03
535,404,83,1,2025-09-08
536,193,78,2,2025-07-15
537,109,40,3,2025-05-02
538,225,14,3,2025-07-29
539,511,13,2,2025-12-29
540,273,6,4,2025-04-05
541,597,51,2,2025-06-20
542,399,32,5,2025-06-19
543,873,21,1,2025-05-16
544,300,19,3,2025-11-26
545,575,38,3,2025-10-15
546,189,20,1,2026-01-23
547,245,69,2,2025-04-19
548,513,74,1,2025-07-15
549,301,80,1,2025-04-23
550,213,58,1,2025-08-26
551,581,38,2,2025-06-08
552,678,12,2,2025-03-01
553,154,59,1,2025-08-12
554,312,93,5,2026-01-08
555,328,7,2,2025-06-30
556,205,77,4,2025-05-15
557,263,89,2,2025-11-30
558,9,4,2,2025-12-01
559,203,60,4,2025-08-30
560,419,89,3,2025-08-14
561,335,68,5,2026-02-07
562,325,65,1,2025-09-18
563,658,17,1,2026-01-11
564,159,3,1,2025-12-06
565,2,49,2,2025-03-15
566,634,91,2,2025-07-30
567,892,89,2,2025-04-30
568,33,95,5,2026-02-11
569,115,98,3,2025-12-13
570,889,84,4,2025-06-19
571,539,64,5,2025-05-30
572,626,64,4,2025-11-16
573,378,38,3,2025-10-27
574,120,92,5,2025-09-15
575,532,18,1,2025-12-27
576,490,32,3,2025-11-17
577,753,18,4,2025-12-17
578,983,7,1,2025-08-20
579,170,87,4,2025-08-12
580,562,97,5,2026-01-17
581,756,81,3,2025-06-26
582,479,75,1,2025-06-03
583,340,67,4,2025-12-24
584,819,28,5,2026-01-06
585,553,80,2,2025-04-24
586,307,73,3,2025-11-09
587,280,21,1,2026-01-09
588,303,74,2,2025-05-14
589,86,76,4,2025-04-19
590,769,36,2,2025-11-29
591,668,46,4,2025-10-22
592,94,4,3,2025-12-26
593,720,40,3,2025-03-07
594,73,19,3,2025-10-23
595,31,88,2,2025-09-01
596,463,57,1,2025-06-06
597,65,42,2,2025-12-04
598,673,40,2,2025-05-07
599,102,91,1,2025-10-27
600,525,65,1,2026-01-10
601,859,11,3,2025-02-26
602,14,46,2,2025-04-09
603,108,2,1,2026-02-08
604,774,95,2,2025-07-22
605,546,50,3,2026-02-03
606,573,88,4,2025-12-02
607,163,17,1,2025-12-25
608,452,100,4,2025-11-22
609,700,94,2,2025-05-17
610,504,49,5,2025-05-20
611,895,21,4,2025-12-28
612,203,91,3,2026-02-12
613,801,50,4,2025-03-29
614,4,65,5,2025-10-30
615,509,8,3,2025-10-14
616,217,65,1,2026-01-08
617,176,91,4,2025-05-17
618,285,90,4,2025-05-15
619,168,79,4,2025-10-09
620,22,45,5,2025-10-28
621,956,55,4,2025-03-03
622,88,3,4,2025-08-21
623,429,24,2,2026-01-11
624,355,14,1,2025-08-01
625,196,81,4,2025-12-23
626,354,31,5,2025-10-18
627,810,44,4,2026-02-01
628,234,38,2,2025-06-04
629,267,45,3,2025-04-01
630,107,2,1,2025-11-28
631,535,80,5,2025-05-30
632,535,88,3,2025-08-01
633,160,40,1,2025-06-07
634,596,14,4,2025-02-26
635,59,45,5,2025-06-08
636,346,45,1,2025-09-03
637,312,72,3,2025-09-05
638,127,24,2,2025-02-17
639,447,30,2,2025-09-11
640,20,79,3,2025-09-16
641,656,90,3,2025-08-11
642,897,54,1,2026-02-05
643,688,100,1,2025-03-22
644,71,58,1,2025-06-24
645,136,8,5,2025-11-19
646,202,57,1,2025-04-09
647,151,60,3,2025-05-01
648,90,88,3,2025-06-18
649,524,62,3,2025-10-08
650,353,4,3,2025-09-05
651,67,90,1,2025-06-18
652,911,24,5,2026-02-17
653,288,32,2,2025-10-11
654,747,94,1,2025-12-14
655,801,42,3,2026-01-08
656,163,65,2,2025-02-24
657,740,29,4,2026-01-03
658,739,87,1,2026-01-28
659,443,94,2,2025-12-10
660,471,62,4,2025-12-03
661,948,17,3,2026-01-08
662,714,62,1,2025-04-24
663,457,99,3,2026-01-03
664,125,48,2,2025-12-31
665,762,93,5,2025-07-20
666,978,59,4,2025-11-10
667,282,25,1,2025-12-22
668,404,21,3,2025-09-06
669,870,94,5,2025-12-13
670,947,53,5,2025-05-15
671,345,83,2,2025-07-01
672,451,94,5,2025-10-19
673,145,3,3,2025-05-15
674,514,6,4,2025-08-15
675,987,56,2,2025-12-30
676,40,31,5,2025-04-06
677,22,81,2,2025-06-24
678,986,97,4,2025-07-29
679,548,88,5,2025-08-01
680,372,40,1,2025-10-15
681,559,5,5,2025-12-30
682,934,72,5,2026-01-29
683,466,38,5,2026-01-15
684,110,22,5,2025-04-01
685,373,76,5,2025-02-21
686,735,76,3,2025-06-15
687,786,29,3,2026-01-14
688,449,17,3,2025-11-20
689,954,88,4,2025-12-31
690,668,34,5,2025-08-17
691,848,64,5,2025-11-11
692,275,84,2,2026-02-08
693,467,37,1,2025-11-09
694,346,72,1,2025-10-17
695,178,53,1,2025-05-16
696,809,40,4,2025-09-06
697,995,7,4,2025-05-16
698,657,52,3,2026-01-19
699,50,64,2,2025-06-18
700,523,93,4,2025-05-27
701,131,21,2,2025-03-31
702,386,24,5,2025-02-27
703,703,59,5,2025-10-07
704,396,26,5,2025-09-06
705,133,18,4,2025-12-12
706,129,52,2,2025-11-18
707,632,21,3,2025-05-29
708,305,34,3,2026-01-18
709,711,69,5,2025-08-16
710,841,4,2,2025-07-25
711,788,75,5,2025-10-24
712,88,41,5,2025-03-04
713,20,41,5,2025-09-28
714,220,36,3,2025-06-07
715,953,22,3,2025-11-23
716,468,41,4,2025-06-27
717,237,24,2,2025-12-19
718,805,69,1,2025-08-23
719,945,37,2,2026-01-04
720,286,49,4,2025-02-24
721,82,100,4,2025-07-10
722,162,80,4,2025-12-16
723,299,88,5,2025-09-06
724,207,32,2,2026-02-12
725,547,40,3,2025-08-04
726,730,61,4,2025-12-16
727,573,62,1,2025-07-24
728,271,28,3,2025-04-21
729,782,99,1,2025-09-20
730,159,10,4,2025-11-06
731,198,77,3,2025-05-17
732,913,32,5,2025-03-11
733,698,55,5,2025-05-14
734,825,61,4,2025-11-22
735,246,41,4,2025-12-26
736,228,24,2,2025-12-15
737,650,40,2,2025-08-18
738,257,55,4,2026-02-12
739,571,32,4,2026-01-07
740,430,63,1,2026-01-05
741,194,12,2,2025-09-13
742,393,73,4,2026-01-13
743,81,33,4,2025-12-30
744,270,65,3,2025-12-18
745,724,31,1,2025-02-19
746,657,99,5,2025-09-15
747,183,14,1,2026-01-17
748,817,87,4,2025-06-17
749,905,92,1,2025-09-14
750,897,37,3,2025-05-26
751,986,94,1,2025-12-19
752,758,37,4,2025-12-30
753,511,63,3,2025-10-09
754,201,69,3,2025-06-24
755,975,85,2,2025-05-10
756,772,72,5,2025-05-19
757,752,41,4,2025-06-14
758,595,96,4,2025-07-06
759,478,99,2,2025-03-23
760,951,80,2,2025-03-05
761,414,91,5,2025-04-24
762,848,33,2,2025-10-03
763,408,11,3,2025-06-06
764,847,29,1,2025-11-06
765,678,9,1,2025-06-06
766,608,69,3,2025-08-09
767,621,2,5,2026-02-08
768,411,17,1,2025-04-22
769,860,2,1,2026-01-07
770,664,70,3,2025-09-22
771,40,39,4,2025-12-06
772,634,79,2,2025-09-16
773,163,38,4,2025-10-11
774,298,32,2,2025-03-20
775,605,90,3,2025-09-15
776,111,35,3,2025-07-02
777,669,19,5,2025-03-04
778,728,64,3,2025-11-22
779,4,73,2,2025-10-21
780,491,45,4,2025-03-05
781,592,67,1,2025-02-22
782,285,43,5,2025-09-22
783,377,85,4,2025-12-06
784,719,13,1,2025-07-31
785,215,11,3,2025-11-24
786,973,92,5,2025-09-08
787,923,83,1,2025-10-11
788,417,39,1,2025-07-17
789,221,12,1,2025-05-17
790,447,18,1,2025-06-28
791,800,43,1,2025-09-05
792,397,78,2,2025-12-07
793,268,80,5,2025-08-10
794,103,17,4,2025-03-18
795,916,86,2,2025-10-18
796,228,28,5,2025-06-10
797,519,53,5,2025-06-02
798,266,75,5,2026-01-31
799,362,26,2,2025-11-15
800,276,76,1,2026-01-29
801,600,29,2,2025-10-24
802,834,81,3,2025-10-20
803,190,83,3,2026-01-01
804,517,62,4,2025-08-30
805,571,95,4,2025-09-06
806,403,8,4,2025-05-07
807,13,22,4,2025-06-25
808,327,77,1,2025-03-04
809,843,54,1,2026-02-04
810,939,58,2,2025-12-27
811,75,3,5,2025-07-30
812,357,11,3,2025-07-10
813,553,42,5,2026-01-17
814,541,40,5,2025-08-19
815,408,57,3,2025-02-22
816,815,12,5,2025-11-24
817,881,70,2,2025-08-24
818,457,10,4,2025-12-15
819,433,100,2,2025-04-27
820,349,80,4,2025-09-30
821,352,2,5,2025-09-29
822,507,88,1,2025-10-17
823,619,90,2,2025-03-20
824,635,82,2,2026-02-11
825,688,28,1,2025-12-05
826,669,53,5,2025-03-16
827,451,30,2,2025-04-18
828,853,13,4,2025-12-25
829,723,39,5,2025-10-10
830,433,84,3,2025-08-22
831,41,55,5,2025-07-12
832,44,48,5,2025-11-06
833,737,96,1,2025-07-03
834,1,42,4,2025-03-03
835,38,49,4,2025-10-08
836,769,84,3,2025-12-07
837,516,36,1,2025-07-04
838,340,16,5,2026-01-03
839,257,66,3,2025-04-07
840,145,70,2,2026-01-25
841,628,30,4,2025-03-15
842,826,71,3,2025-05-09
843,370,26,3,2025-07-10
844,136,5,2,2026-01-28
845,391,52,1,2025-05-11
846,51,9,4,2025-11-08
847,755,86,2,2025-10-22
848,453,80,4,2025-08-29
849,842,29,5,2025-05-02
850,356,87,4,2025-10-14
851,963,9,2,2025-11-26
852,539,42,1,2025-10-22
853,128,31,2,2026-01-12
854,957,66,5,2025-12-17
855,877,15,4,2025-06-05
856,383,88,3,2025-03-05
857,632,33,2,2025-04-04
858,698,69,3,2025-09-14
859,553,29,3,2026-02-07
860,636,53,1,2025-08-06
861,4,57,3,2025-09-22
862,332,86,5,2026-01-12
863,66,87,5,2025-06-11
864,815,86,2,2025-04-18
865,605,44,3,2025-12-15
866,826,61,4,2025-03-01
867,509,83,4,2025-07-15
868,797,26,3,2025-12-03
869,76,65,2,2025-09-20
870,860,29,1,2025-09-28
871,540,70,1,2025-07-18
872,285,8,2,2025-11-03
873,757,36,2,2025-03-09
874,441,64,1,2025-03-14
875,315,81,1,2025-08-14
876,716,98,4,2025-04-27
877,465,46,3,2025-06-17
878,974,33,3,2025-07-02
879,743,67,1,2025-08-30
880,818,68,4,2025-03-23
881,693,2,4,2025-07-04
882,531,89,4,2026-01-08
883,1,36,5,2025-07-15
884,591,55,3,2025-04-04
885,170,2,2,2025-04-25
886,650,24,2,2025-04-13
887,925,55,5,2025-10-26
888,833,20,2,2025-09-11
889,631,20,1,2025-06-18
890,428,2,1,2025-10-24
891,901,58,1,2025-05-22
892,180,47,1,2025-05-20
893,443,3,3,2025-03-03
894,23,31,5,2025-11-03
895,226,54,2,2025-12-08
896,855,30,3,2025-03-04
897,927,11,1,2026-01-29
898,471,63,3,2025-07-19
899,365,84,4,2025-09-28
900,638,47,3,2025-09-05
901,448,23,2,2025-06-09
902,554,37,1,2025-06-16
903,899,23,2,2025-04-14
904,981,7,2,2025-03-06
905,601,38,5,2025-03-29
906,700,31,4,2026-01-27
907,783,99,4,2025-09-15
908,65,44,2,2025-02-27
909,92,67,5,2026-01-23
910,795,10,2,2025-11-13
911,525,75,4,2025-09-04
912,81,61,1,2025-05-31
913,425,8,2,2025-09-15
914,634,61,4,2025-09-06
915,633,74,1,2025-11-10
916,215,95,3,2026-01-29
917,125,19,2,2025-03-28
918,907,72,1,2025-11-17
919,357,84,5,2025-11-26
920,918,33,3,2025-04-13
921,952,63,3,2025-04-20
922,555,39,1,2025-11-21
923,440,51,4,2025-11-15
924,653,29,3,2025-07-09
925,796,62,3,2026-01-19
926,930,93,3,2025-04-04
927,397,94,3,2025-12-09
928,36,20,1,2025-05-25
929,217,83,2,2026-01-05
930,431,8,4,2025-07-31
